"","ApplicationCycle","Ethnicity","AnticipatedCompletionDate","ProgramName","CountryName","ProgramCity","ProgramRegion","ApplicationID","ProgramYear","ProgramTerm","ApplicationStatusAlias","Gender","PreferredGender","AcademicYear"
"905","Spring 2017","Hispanic (of any race)","May 21 2018 12:00AM","X - ACM India: Development Studies & Hindi Language","India","Pune","Asia",28407,2017,"Spring","Approved","M",NA,"2016-2017"
"906","Spring 2017","Black or African-American","May 21 2018 12:00AM","CIEE Liberal Arts Program in Santiago, Chile","Chile","Santiago","Latin America and Caribbean",28408,2017,"Spring","Approved","F",NA,"2016-2017"
"907","Spring 2017","White","May 21 2018 12:00AM","CIEE Arts and Sciences Program in Legon, Ghana","Ghana","Legon","Sub-Saharan Africa",28409,2017,"Spring","Approved","M",NA,"2016-2017"
"908","Spring 2017","White","May 21 2018 12:00AM","X - SIT Study Abroad/IHP Climate Change: The Politics of Land, Water & Energy Justice","Ecuador","Quito","Latin America and Caribbean",28411,2017,"Spring","Approved","F",NA,"2016-2017"
"909","Spring 2017","White","May 21 2018 12:00AM","X - SIT Study Abroad/IHP Climate Change: The Politics of Land, Water & Energy Justice","Morocco","Rabat","MENA",28411,2017,"Spring","Approved","F",NA,"2016-2017"
"910","Spring 2017","White","May 21 2018 12:00AM","X - SIT Study Abroad/IHP Climate Change: The Politics of Land, Water & Energy Justice","Nepal","Kathmandu","Asia",28411,2017,"Spring","Approved","F",NA,"2016-2017"
"911","Spring 2017","White","May 21 2018 12:00AM","X - SIT Study Abroad/IHP Climate Change: The Politics of Land, Water & Energy Justice","United States","San Francisco, CA","North America",28411,2017,"Spring","Approved","F",NA,"2016-2017"
"912","Spring 2017","White","May 21 2018 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",28413,2017,"Spring","Approved","M",NA,"2016-2017"
"913","Spring 2017","Asian","May 21 2018 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",28414,2017,"Spring","Approved","M",NA,"2016-2017"
"914","Spring 2017","White","May 21 2018 12:00AM","X - Alliance for Global Education - Contemporary India","India","Pune","Asia",28418,2017,"Spring","Approved","M",NA,"2016-2017"
"915","Spring 2017","White","May 21 2018 12:00AM","SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance","Chile","Santiago","Latin America and Caribbean",28420,2017,"Spring","Approved","F",NA,"2016-2017"
"916","Spring 2017","White","May 21 2018 12:00AM","SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance","Jordan","Amman","MENA",28420,2017,"Spring","Approved","F",NA,"2016-2017"
"917","Spring 2017","White","May 21 2018 12:00AM","SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance","Nepal","Kathmandu","Asia",28420,2017,"Spring","Approved","F",NA,"2016-2017"
"918","Spring 2017","White","May 21 2018 12:00AM","SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance","United States","New York, NY","North America",28420,2017,"Spring","Approved","F",NA,"2016-2017"
"919","Spring 2017","White","May 21 2018 12:00AM","Hamilton in Spain","Spain","Madrid","Europe",28422,2017,"Spring","Approved","M",NA,"2016-2017"
"920","Spring 2017","White","May 21 2018 12:00AM","University of Minnesota: MSID Senegal","Senegal","Dakar","Sub-Saharan Africa",28423,2017,"Spring","Approved","F",NA,"2016-2017"
"921","Spring 2017","White","May 21 2018 12:00AM","IES Abroad Nagoya Direct Enrollment - Nanzan University","Japan","Nagoya","Asia",28424,2017,"Spring","Approved","F",NA,"2016-2017"
"922","Spring 2017","White","May 21 2018 12:00AM","IES Abroad Nantes - Study in Nantes","France","Nantes","Europe",28426,2017,"Spring","Approved","F",NA,"2016-2017"
"923","Spring 2017","White","May 21 2018 12:00AM","Bard-Smolny Study Abroad Program","Russia","St Petersburg","Europe",28427,2017,"Spring","Approved","F",NA,"2016-2017"
"924","Spring 2017","White","May 21 2018 12:00AM","X - IFSA-Butler The Hebrew University of Jerusalem","Israel","Jerusalem","MENA",28428,2017,"Spring","Approved","F",NA,"2016-2017"
"925","Spring 2017","White","May 21 2018 12:00AM","CIEE Liberal Arts Program in Buenos Aires, Argentina","Argentina","Buenos Aires","Latin America and Caribbean",28429,2017,"Spring","Approved","F",NA,"2016-2017"
"926","Spring 2017","White","May 21 2018 12:00AM","IES Abroad Nantes - Study in Nantes","France","Nantes","Europe",28430,2017,"Spring","Approved","M",NA,"2016-2017"
"927","Spring 2017","Black or African-American","May 21 2018 12:00AM","IES Abroad Nantes - Study in Nantes","France","Nantes","Europe",28432,2017,"Spring","Approved","F",NA,"2016-2017"
"928","Spring 2017","","","IES Abroad Madrid - Language & Area Studies","Spain","Madrid","Europe",28433,2017,"Spring","Approved","F",NA,"2016-2017"
"929","Spring 2017","International student","May 21 2018 12:00AM","X - The Swedish Program: Liberal Arts at the Stockholm School of Economics","Sweden","Stockholm","Europe",28434,2017,"Spring","Approved","F",NA,"2016-2017"
"930","Spring 2017","White","May 21 2018 12:00AM","IES Abroad Freiburg - Language & Area Studies","Germany","Freiburg","Europe",28435,2017,"Spring","Approved","F",NA,"2016-2017"
"931","Spring 2017","Hispanic (of any race)","May 21 2018 12:00AM","Hamilton in Spain","Spain","Madrid","Europe",28436,2017,"Spring","Approved","F",NA,"2016-2017"
"932","Spring 2017","White","May 21 2018 12:00AM","Arcadia Abroad - University of Otago","New Zealand","Dunedin","Oceania",28438,2017,"Spring","Intend to Participate","M",NA,"2016-2017"
"933","Spring 2017","International student","May 21 2018 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",28439,2017,"Spring","Approved","M",NA,"2016-2017"
"934","Spring 2017","White","May 21 2018 12:00AM","IES Abroad Salamanca - Study in Salamanca","Spain","Salamanca","Europe",28440,2017,"Spring","Approved","F",NA,"2016-2017"
"935","Spring 2017","Two or more races","May 21 2018 12:00AM","IES Abroad Vienna - Music","Austria","Vienna","Europe",28441,2017,"Spring","Approved","F",NA,"2016-2017"
"936","Spring 2017","White","May 21 2018 12:00AM","IES Abroad Berlin - Language & Area Studies","Germany","Berlin","Europe",28442,2017,"Spring","Approved","M",NA,"2016-2017"
"937","Spring 2017","White","May 21 2018 12:00AM","X - Ceiba - Tropical Conservation Semester: Galapagos, Andes & Amazon","Ecuador","Quito","Latin America and Caribbean",28443,2017,"Spring","Approved","M",NA,"2016-2017"
"938","Spring 2017","White","May 21 2018 12:00AM","IES Abroad Nantes - Study in Nantes","France","Nantes","Europe",28444,2017,"Spring","Approved","M",NA,"2016-2017"
"939","Spring 2017","International student","May 21 2018 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",28445,2017,"Spring","Approved","F",NA,"2016-2017"
"940","Spring 2017","White","May 21 2018 12:00AM","X - SIT Study Abroad Czech Republic: Arts and Social Change","Czech Republic","Prague","Europe",28447,2017,"Spring","Approved","F",NA,"2016-2017"
"941","Spring 2017","White","May 21 2018 12:00AM","X - SIT Study Abroad Czech Republic: Arts and Social Change","Germany","Berlin","Europe",28447,2017,"Spring","Approved","F",NA,"2016-2017"
"942","Spring 2017","White","May 21 2018 12:00AM","X - SIT Study Abroad Czech Republic: Arts and Social Change","Slovakia","Bratislava","Europe",28447,2017,"Spring","Approved","F",NA,"2016-2017"
"943","Spring 2017","International student","May 21 2018 12:00AM","IES Abroad London Direct Enrollment - University College London","United Kingdom","London","Europe",28450,2017,"Spring","Approved","M",NA,"2016-2017"
"944","Spring 2017","Asian","May 21 2018 12:00AM","CIEE Arts and Sciences Program in Seoul, Korea","South Korea","Seoul","Asia",28451,2017,"Spring","Approved","M",NA,"2016-2017"
"945","Spring 2017","Hispanic (of any race)","May 21 2018 12:00AM","X - ACM London & Florence: Arts in Context","Italy","Florence","Europe",28454,2017,"Spring","Approved","M",NA,"2016-2017"
"946","Spring 2017","Hispanic (of any race)","May 21 2018 12:00AM","X - ACM London & Florence: Arts in Context","United Kingdom","London","Europe",28454,2017,"Spring","Approved","M",NA,"2016-2017"
"947","Spring 2017","Hispanic (of any race)","May 21 2018 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",28455,2017,"Spring","Approved","F",NA,"2016-2017"
"948","Spring 2017","White","May 21 2018 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",28456,2017,"Spring","Approved","F",NA,"2016-2017"
"949","Spring 2017","White","May 21 2018 12:00AM","X - ACM Botswana: Development in Southern Africa","Botswana","Gabarone","Sub-Saharan Africa",28457,2017,"Spring","Approved","F",NA,"2016-2017"
"950","Spring 2017","International student","May 21 2018 12:00AM","X - Boston University London Internship Program","United Kingdom","London","Europe",28458,2017,"Spring","Approved","F",NA,"2016-2017"
"951","Spring 2017","White","May 21 2018 12:00AM","IFSA - IFSA Merida Universities Program","Mexico","Merida","Latin America and Caribbean",28459,2017,"Spring","Approved","F",NA,"2016-2017"
"952","Spring 2017","International student","May 21 2018 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",28460,2017,"Spring","Approved","F",NA,"2016-2017"
"953","Spring 2017","White","May 21 2018 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",28461,2017,"Spring","Approved","F",NA,"2016-2017"
"954","Spring 2017","White","May 21 2018 12:00AM","University of Minnesota: MSID Ecuador","Ecuador","Quito","Latin America and Caribbean",28462,2017,"Spring","Approved","F",NA,"2016-2017"
"955","Spring 2017","White","May 21 2018 12:00AM","X - The Swedish Program: Liberal Arts at the Stockholm School of Economics","Sweden","Stockholm","Europe",28463,2017,"Spring","Approved","M",NA,"2016-2017"
"956","Spring 2017","White","May 21 2018 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",28464,2017,"Spring","Approved","M",NA,"2016-2017"
"957","Spring 2017","Two or more races","May 21 2018 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",28465,2017,"Spring","Approved","M",NA,"2016-2017"
"958","Spring 2017","Two or more races","May 21 2018 12:00AM","IES Abroad London Direct Enrollment - University College London","United Kingdom","London","Europe",28466,2017,"Spring","Approved","F",NA,"2016-2017"
"959","Spring 2017","White","May 21 2018 12:00AM","X - South India Term Abroad","India","Madurai","Asia",28468,2017,"Spring","Approved","F",NA,"2016-2017"
"960","Spring 2017","Two or more races","May 21 2018 12:00AM","IES Abroad Madrid - Language & Area Studies","Spain","Madrid","Europe",28469,2017,"Spring","Approved","F",NA,"2016-2017"
"961","Spring 2017","White","May 21 2018 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",28471,2017,"Spring","Approved","F",NA,"2016-2017"
"962","Spring 2017","Hispanic (of any race)","May 21 2018 12:00AM","X - ACM Botswana: Development in Southern Africa","Botswana","Gabarone","Sub-Saharan Africa",28473,2017,"Spring","Approved","M",NA,"2016-2017"
"963","Spring 2017","White","May 21 2018 12:00AM","IES Abroad Nantes - Study in Nantes","France","Nantes","Europe",28474,2017,"Spring","Approved","M",NA,"2016-2017"
"964","Spring 2017","White","May 21 2018 12:00AM","X - Organization for Tropical Studies: Tropical Diseases & Environmental Change & Human Health","Costa Rica","San Jose","Latin America and Caribbean",28475,2017,"Spring","Approved","F",NA,"2016-2017"
"965","Spring 2017","White","May 21 2018 12:00AM","X - IES Abroad Rome - Study Rome: Language & Area Studies","Italy","Rome","Europe",28478,2017,"Spring","Approved","M",NA,"2016-2017"
"966","Spring 2017","Hispanic (of any race)","May 21 2018 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",28479,2017,"Spring","Approved","F",NA,"2016-2017"
"967","Spring 2017","White","May 21 2018 12:00AM","IFSA - IFSA Study in Shanghai: International Business","China","Shanghai","Asia",28480,2017,"Spring","Approved","M",NA,"2016-2017"
"968","Spring 2017","International student","Dec 15 2017 12:00AM","IES Abroad European Union","Germany","Freiburg","Europe",28482,2017,"Spring","Approved","F",NA,"2016-2017"
"969","Spring 2017","Two or more races","May 21 2018 12:00AM","The School for Field Studies - Rainforest to Reef (Australia)","Australia","Atherton Tablelands","Oceania",28483,2017,"Spring","Approved","F",NA,"2016-2017"
"970","Spring 2017","Two or more races","May 21 2018 12:00AM","Dickinson in France","France","Toulouse","Europe",28484,2017,"Spring","Approved","F",NA,"2016-2017"
"971","Spring 2017","White","Dec 21 2018 12:00AM","IES Abroad Granada - Study in Granada","Spain","Granada","Europe",28485,2017,"Spring","Approved","M",NA,"2016-2017"
"972","Spring 2017","White","May 21 2018 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",28486,2017,"Spring","Approved","F",NA,"2016-2017"
"973","Spring 2017","International student","May 21 2018 12:00AM","Aquincum Institute of Technology","Hungary","Budapest","Europe",28487,2017,"Spring","Approved","F",NA,"2016-2017"
"974","Spring 2017","White","May 21 2018 12:00AM","Sea Education Association: Marine Biodiversity & Conservation","United States","New York, NY","North America",28489,2017,"Spring","Approved","F",NA,"2016-2017"
"975","Spring 2017","White","May 21 2018 12:00AM","Sea Education Association: Marine Biodiversity & Conservation","United States","Woods Hole, MA","North America",28489,2017,"Spring","Approved","F",NA,"2016-2017"
"976","Spring 2017","International student","May 21 2018 12:00AM","X - The Swedish Program: Liberal Arts at the Stockholm School of Economics","Sweden","Stockholm","Europe",28490,2017,"Spring","Approved","M",NA,"2016-2017"
"977","Spring 2017","White","May 21 2018 12:00AM","X - ACM Botswana: Development in Southern Africa","Botswana","Gabarone","Sub-Saharan Africa",28492,2017,"Spring","Approved","M",NA,"2016-2017"
"978","Spring 2017","White","May 21 2018 12:00AM","IES Abroad Freiburg - Language & Area Studies","Germany","Freiburg","Europe",28494,2017,"Spring","Approved","F",NA,"2016-2017"
"979","Spring 2017","White","May 21 2018 12:00AM","X - IES Abroad Dublin – Writer's Program","Ireland","Dublin","Europe",28495,2017,"Spring","Approved","F",NA,"2016-2017"
"980","Spring 2017","Two or more races","May 21 2018 12:00AM","X - Organization for Tropical Studies: Tropical Diseases & Environmental Change & Human Health","Costa Rica","San Jose","Latin America and Caribbean",28496,2017,"Spring","Approved","F",NA,"2016-2017"
"981","Spring 2017","White","May 21 2018 12:00AM","IES Abroad Granada - Study in Granada","Spain","Granada","Europe",28498,2017,"Spring","Approved","F",NA,"2016-2017"
"982","Spring 2017","White","May 21 2018 12:00AM","IES Abroad Madrid - Language & Area Studies","Spain","Madrid","Europe",28500,2017,"Spring","Approved","F",NA,"2016-2017"
"983","Spring 2017","White","May 21 2018 12:00AM","IES Abroad Madrid - Language & Area Studies","Spain","Madrid","Europe",28501,2017,"Spring","Approved","F",NA,"2016-2017"
"984","Spring 2017","Asian","May 21 2018 12:00AM","IES Abroad European Union","Germany","Freiburg","Europe",28502,2017,"Spring","Approved","F",NA,"2016-2017"
"985","Spring 2017","White","May 21 2018 12:00AM","DIS - Study Abroad in Copenhagen, Denmark","Denmark","Copenhagen","Europe",28504,2017,"Spring","Approved","F",NA,"2016-2017"
"986","Spring 2017","Asian","May 21 2018 12:00AM","X - ACM London & Florence: Arts in Context","Italy","Florence","Europe",28505,2017,"Spring","Approved","F",NA,"2016-2017"
"987","Spring 2017","Asian","May 21 2018 12:00AM","X - ACM London & Florence: Arts in Context","United Kingdom","London","Europe",28505,2017,"Spring","Approved","F",NA,"2016-2017"
"988","Spring 2017","Hispanic (of any race)","May 21 2018 12:00AM","X - ACM Costa Rica: Field Research","Costa Rica","San Jose","Latin America and Caribbean",28506,2017,"Spring","Approved","F",NA,"2016-2017"
