App Cycle,Ethnicity,Anticipated Completion Date,Program Name,Program Country,Program City,Program Region,Application ID,Program Year,Program Term,Application Status Alias,Gender,Preferred gender
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,227393,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,228500,2023,Spring,Intend to Participate,F,
Spring 2023,Hispanic (of any race),May 20 2024 12:00AM,IFSA - IFSA Merida Universities Program,Mexico,Merida,Latin America,229530,2023,Spring,Intend to Participate,F,
Spring 2023,White,Dec 15 2023 12:00AM,X - Arcadia University - University of St Andrews,United Kingdom,St Andrews,Europe,229564,2023,Spring,Intend to Participate,M,
Spring 2023,Black or African-American,May 20 2024 12:00AM,The Swedish Program,Sweden,Stockholm,Europe,229683,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,Hamilton in France,France,Paris,Europe,230091,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,230336,2023,Spring,Intend to Participate,F,
Spring 2023,Asian,May 20 2024 12:00AM,Arcadia Abroad - University of Oxford,United Kingdom,Oxford,Europe,230412,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,The School for Field Studies - Rainforest to Reef (Australia),Australia,Atherton Tablelands,Oceania,230616,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,X - Syracuse University Abroad in Florence,Italy,Florence,Europe,230779,2023,Spring,Intend to Participate,M,
Spring 2023,Asian,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,230901,2023,Spring,Intend to Participate,F,
Spring 2023,Asian,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,230901,2023,Spring,Intend to Participate,F,
Spring 2023,Two or more races,May 20 2024 12:00AM,The School for Field Studies - Bhutan: Himalayan Environment and Society in Transition,Bhutan,Paro,South Asia,231979,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,231986,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,231986,2023,Spring,Intend to Participate,F,
Spring 2023,Asian,Dec 20 2024 12:00AM,IES Abroad Milan - Italy Today,Italy,Milan,Europe,232164,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,Duke: Intercollegiate Center for Classical Studies in Rome,Italy,Rome,Europe,232550,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,"DIS - Study Abroad in Stockholm, Sweden",Sweden,Stockholm,Europe,232608,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,232799,2023,Spring,Intend to Participate,F,
Spring 2023,Black or African-American,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,232829,2023,Spring,Intend to Participate,M,
Spring 2023,Black or African-American,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,232829,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,Japan Study at Waseda University (Earlham College),Japan,Tokyo,East Asia,232839,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,233061,2023,Spring,Intend to Participate,F,
Spring 2023,White,Dec 15 2023 12:00AM,"IES Abroad Santiago – Politics, Social Justice & Language",Chile,Santiago,Latin America,233290,2023,Spring,Intend to Participate,M,
Spring 2023,Non-resident alien,May 20 2024 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,233641,2023,Spring,Intend to Participate,M,
Spring 2023,Two or more races,May 20 2024 12:00AM,X - Middlebury California Climate Semester,United States,Monterey,North America,233660,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,233904,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,233904,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,Arcadia Abroad - University of Edinburgh,United Kingdom,Edinburgh,Europe,233906,2023,Spring,Intend to Participate,F,
Spring 2023,Non-resident alien,May 20 2024 12:00AM,American University - Washington Semester Program,United States,"Washington, D.C.",North America,233932,2023,Spring,Intend to Participate,F,
Spring 2023,Asian,May 20 2024 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,233963,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,American University - Washington Semester Program,United States,"Washington, D.C.",North America,234115,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,234200,2023,Spring,Intend to Participate,F,
Spring 2023,Non-resident alien,Dec 20 2024 12:00AM,Sea Education Association: Marine Biodiversity & Conservation,United States,"New York, NY",North America,234237,2023,Spring,Intend to Participate,F,
Spring 2023,Non-resident alien,Dec 20 2024 12:00AM,Sea Education Association: Marine Biodiversity & Conservation,United States,"Woods Hole, MA",North America,234237,2023,Spring,Intend to Participate,F,
Spring 2023,Hispanic (of any race),May 20 2024 12:00AM,IES Abroad Nantes - Study in Nantes,France,Nantes,Europe,234335,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,234364,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,Consortium for Advanced Studies Abroad (CASA) Santiago,Chile,Santiago,Latin America,234420,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 22 2023 12:00AM,X - SIT Study Abroad/IHP Health and Community (Spring 2),Argentina,Buenos Aires,Latin America,234551,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 22 2023 12:00AM,X - SIT Study Abroad/IHP Health and Community (Spring 2),South Africa,Cape Town,Sub-Saharan Africa,234551,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 22 2023 12:00AM,X - SIT Study Abroad/IHP Health and Community (Spring 2),United States,"Washington, D.C.",North America,234551,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 22 2023 12:00AM,X - SIT Study Abroad/IHP Health and Community (Spring 2),Vietnam,Ho Chi Minh City,Southeast Asia,234551,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,Amideast in Morocco - Regional Studies in French (Semester/Academic Year),Morocco,Rabat,MENA,234694,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,234729,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,234729,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 19 2025 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,234821,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 19 2025 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,234821,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 19 2025 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,234824,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 19 2025 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,234824,2023,Spring,Intend to Participate,F,
Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,College Year in Athens - Semester and Academic Year Program,Greece,Athens,Europe,234830,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,IES Abroad Tokyo - Language & Culture,Japan,Tokyo,East Asia,234832,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,IES Abroad Tokyo - Language & Culture,Japan,Tokyo,East Asia,235013,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,IES Abroad Amsterdam - Psychology & Sciences,Netherlands,Amsterdam,Europe,235282,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,Institute for Central American Development Studies - Social Justice & Development Internship,Costa Rica,San Jose,Latin America,235377,2023,Spring,Intend to Participate,F,
Spring 2023,Non-resident alien,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,235418,2023,Spring,Intend to Participate,F,
Spring 2023,Non-resident alien,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,235418,2023,Spring,Intend to Participate,F,
Spring 2023,Non-resident alien,Dec 20 2024 12:00AM,Consortium for Advanced Studies Abroad (CASA) Santiago,Chile,Santiago,Latin America,235565,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,"CIEE Arts and Sciences Program in Tokyo, Japan",Japan,Tokyo,East Asia,235567,2023,Spring,Intend to Participate,M,
Spring 2023,Hispanic (of any race),May 20 2024 12:00AM,Consortium for Advanced Studies Abroad (CASA) Granada,Spain,Granada,Europe,235573,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,Arcadia Abroad - Queens University Belfast,Ireland,Belfast,Europe,235648,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,IES Abroad Cape Town - University of Cape Town,South Africa,Cape Town,Sub-Saharan Africa,235690,2023,Spring,Intend to Participate,F,
Spring 2023,Two or more races,May 20 2024 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,235749,2023,Spring,Intend to Participate,F,
Spring 2023,White,Dec 15 2023 12:00AM,SIT Study Abroad Switzerland: International Studies and Multilateral Diplomacy,Belgium,Brussels,Europe,235809,2023,Spring,Intend to Participate,M,
Spring 2023,White,Dec 15 2023 12:00AM,SIT Study Abroad Switzerland: International Studies and Multilateral Diplomacy,France,Paris,Europe,235809,2023,Spring,Intend to Participate,M,
Spring 2023,White,Dec 15 2023 12:00AM,SIT Study Abroad Switzerland: International Studies and Multilateral Diplomacy,Switzerland,Geneva,Europe,235809,2023,Spring,Intend to Participate,M,
Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,IES Abroad Salamanca - Study in Salamanca,Spain,Salamanca,Europe,235840,2023,Spring,Intend to Participate,F,
Spring 2023,Non-resident alien,May 20 2024 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,235912,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,IES Abroad Quito - Area Studies & Language,Ecuador,Quito,Latin America,235946,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,X - IES Abroad Sydney Direct Enrollment - University of Sydney,Australia,Sydney,Oceania,236069,2023,Spring,Intend to Participate,M,
Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,IES Abroad Quito - Area Studies & Language,Ecuador,Quito,Latin America,236383,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,College Year in Athens - Semester and Academic Year Program,Greece,Athens,Europe,236597,2023,Spring,Intend to Participate,F,
Spring 2023,Non-resident alien,Dec 15 2023 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,236722,2023,Spring,Intend to Participate,M,
Spring 2023,Black or African-American,May 20 2024 12:00AM,IES Abroad Madrid - Language & Area Studies,Spain,Madrid,Europe,236735,2023,Spring,Intend to Participate,F,
Spring 2023,Two or more races,May 20 2024 12:00AM,IES Abroad Nagoya Direct Enrollment - Nanzan University,Japan,Nagoya,East Asia,236779,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,IES Abroad Rome - History & Classics,Italy,Rome,Europe,236797,2023,Spring,Intend to Participate,M,
Spring 2023,Hispanic (of any race),May 20 2024 12:00AM,"CIEE Liberal Arts Program in Buenos Aires, Argentina",Argentina,Buenos Aires,Latin America,236909,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,X - SRAS Bishkek: Russian as a Second Language,Kyrgyzstan,Bishkek,Central Asia,236911,2023,Spring,Intend to Participate,M,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,236926,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,236926,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,Arcadia Abroad - Queens University Belfast,Ireland,Belfast,Europe,236946,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,237166,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,237166,2023,Spring,Intend to Participate,F,
Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,Amideast in Morocco - Area and Arabic Language Studies (Semester/Academic Year),Morocco,Rabat,MENA,237358,2023,Spring,Intend to Participate,M,
Spring 2023,Hispanic (of any race),May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,237906,2023,Spring,Intend to Participate,F,
Spring 2023,Hispanic (of any race),May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,237906,2023,Spring,Intend to Participate,F,
Spring 2023,Two or more races,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,237920,2023,Spring,Intend to Participate,M,
Spring 2023,Two or more races,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,237920,2023,Spring,Intend to Participate,M,
Spring 2023,Asian,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,238078,2023,Spring,Intend to Participate,F,
Spring 2023,Asian,May 20 2024 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,238078,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,238204,2023,Spring,Intend to Participate,M,
Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Chile,Santiago,Latin America,239337,2023,Spring,Intend to Participate,F,
Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Jordan,Amman,MENA,239337,2023,Spring,Intend to Participate,F,
Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",Nepal,Kathmandu,South Asia,239337,2023,Spring,Intend to Participate,F,
Spring 2023,Ethnicity and race unknown,May 20 2024 12:00AM,"SIT Study Abroad/ IHP Human Rights Movements, Power, and Resistance",United States,"New York, NY",North America,239337,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,Arcadia Abroad - Intern Philly,United States,"Philadelphia, PA",North America,241656,2023,Spring,Intend to Participate,F,
Spring 2023,White,May 20 2024 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,245832,2023,Spring,Intend to Participate,F,
Spring 2023,Non-resident alien,May 20 2024 12:00AM,X - Arcadia University - University of St Andrews,United Kingdom,St Andrews,Europe,246046,2023,Spring,Intend to Participate,F,
Spring 2024,White,May 19 2025 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,254038,2024,Spring,Intend to Participate,M,
Spring 2024,White,May 19 2025 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,254038,2024,Spring,Intend to Participate,M,
Spring 2024,White,May 19 2025 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,254188,2024,Spring,Intend to Participate,F,
Spring 2024,White,May 19 2025 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,254188,2024,Spring,Intend to Participate,F,
Spring 2024,White,May 19 2025 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,254357,2024,Spring,Intend to Participate,F,
Spring 2024,White,May 19 2025 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,254801,2024,Spring,Intend to Participate,F,
Spring 2024,White,May 19 2025 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,254801,2024,Spring,Intend to Participate,F,
Spring 2024,Two or more races,May 19 2025 12:00AM,Arcadia Abroad - Queens University Belfast,Ireland,Belfast,Europe,254920,2024,Spring,Intend to Participate,M,
Spring 2024,Non-resident alien,May 19 2025 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,255306,2024,Spring,Intend to Participate,F,
Spring 2024,White,May 19 2025 12:00AM,"IES Abroad Santiago – Politics, Social Justice & Language",Chile,Santiago,Latin America,255589,2024,Spring,Intend to Participate,M,
Spring 2024,Two or more races,May 19 2025 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,256243,2024,Spring,Intend to Participate,F,
Spring 2024,Two or more races,May 19 2025 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,256243,2024,Spring,Intend to Participate,F,
Spring 2024,White,May 19 2025 12:00AM,Dickinson in France,France,Toulouse,Europe,257332,2024,Spring,Intend to Participate,F,
